chi2,m_chi_GeV,m_phi_GeV,alpha,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
15.759104,15.998587,0.0037909973,3.768117e-04,4.711404e+00,4.496785e+00,4.197024e+00,3.910814e+00,3.783059e+00,3.666310e+00,1.352998e+00,1.164698e+00,1.320195e-01,1.099262e-01,9.292231e-02,6.015400e-03
4.441543,28.117687,0.0052756566,3.368509e-04,1.627560e+00,1.454904e+00,1.335328e+00,1.239854e+00,1.200163e+00,1.164243e+00,3.602823e-01,3.049477e-01,3.145016e-02,2.611605e-02,2.203024e-02,1.391331e-03
2.593386,13.894955,0.0091512747,1.090535e-03,7.279542e-01,9.715703e-01,9.890390e-01,9.876850e-01,9.832322e-01,9.770750e-01,6.546980e-01,6.219536e-01,1.720061e-01,1.481125e-01,1.286128e-01,1.015644e-02
120.155531,65.512856,0.0007263372,2.233258e-05,1.319596e+01,3.186531e+00,1.881968e+00,1.234175e+00,1.027868e+00,8.689615e-01,4.949094e-02,3.920868e-02,2.887696e-03,2.381561e-03,1.994182e-03,1.054171e-04
3.662685,86.851137,0.0065759507,1.655626e-03,2.435246e+00,3.383725e+00,3.299569e+00,3.038914e+00,2.894936e+00,2.754223e+00,9.120038e-01,8.154054e-01,1.416268e-01,1.197638e-01,1.024115e-01,6.933200e-03
7.141020,86.851137,0.0042324759,3.863709e-04,2.994006e+00,3.063735e+00,2.670574e+00,2.287588e+00,2.117336e+00,1.962382e+00,2.941396e-01,2.414440e-01,2.079739e-02,1.709979e-02,1.434126e-02,8.755832e-04
172.993197,56.898660,0.0001246471,3.038011e-06,1.580227e+01,2.535416e+00,1.410540e+00,8.934300e-01,7.313071e-01,6.118828e-01,3.317706e-02,2.636321e-02,1.614213e-03,1.252054e-03,9.841503e-04,1.401799e-05
9.447570,28.117687,0.0081967290,1.978324e-03,2.536572e+00,2.386935e+00,2.269640e+00,2.180928e+00,2.155116e+00,2.141834e+00,1.788988e+00,1.650132e+00,3.601783e-01,3.089259e-01,2.674795e-01,2.039750e-02
14.599264,42.919343,0.0021854879,8.047221e-05,4.185940e+00,2.702028e+00,2.103412e+00,1.641262e+00,1.456133e+00,1.296720e+00,1.093196e-01,8.771075e-02,6.797195e-03,5.602317e-03,4.673618e-03,2.850788e-04
101.250631,100.000000,0.0024399977,2.782193e-04,1.216149e+01,7.614460e+00,5.897268e+00,4.714115e+00,4.253688e+00,3.857409e+00,4.321906e-01,3.494102e-01,2.751224e-02,2.261205e-02,1.894467e-02,1.169810e-03
184.744520,65.512856,0.0004674920,1.402061e-05,1.637738e+01,3.242415e+00,1.863852e+00,1.203461e+00,9.970072e-01,8.395189e-01,4.582094e-02,3.624351e-02,2.710681e-03,2.238383e-03,1.878480e-03,7.281407e-05
75.802724,56.898660,0.0027241463,3.404313e-04,1.004171e+01,9.948986e+00,8.599880e+00,7.312804e+00,6.744650e+00,6.229246e+00,8.642283e-01,7.062293e-01,5.947586e-02,4.904450e-02,4.096403e-02,2.501512e-03
4.876149,42.919343,0.0127351667,4.661229e-03,1.236795e+00,1.142849e+00,1.087131e+00,1.072876e+00,1.084924e+00,1.107119e+00,1.128149e+00,1.049609e+00,3.373480e-01,3.018262e-01,2.714714e-01,2.981774e-02
2.897211,42.919343,0.0102169815,1.801317e-03,1.159293e+00,1.055258e+00,1.002951e+00,9.873038e-01,9.916218e-01,1.001060e+00,7.388029e-01,6.713908e-01,1.317622e-01,1.124025e-01,9.688365e-02,7.108424e-03
11.285570,56.898660,0.0024399977,8.142276e-05,3.028988e+00,1.918270e+00,1.448700e+00,1.104844e+00,9.714791e-01,8.585382e-01,6.817730e-02,5.461597e-02,4.170428e-03,3.429642e-03,2.868779e-03,1.760012e-04
55.909048,86.851137,0.0042324759,1.349811e-03,8.354368e+00,8.833900e+00,7.507709e+00,6.460706e+00,6.048918e+00,5.696658e+00,1.805804e+00,1.595660e+00,2.378604e-01,1.992745e-01,1.692868e-01,1.098641e-02
58.788498,65.512856,0.0021854879,1.583053e-04,9.268730e+00,6.623990e+00,5.089951e+00,3.959796e+00,3.516439e+00,3.137261e+00,2.762926e-01,2.217130e-01,1.696555e-02,1.392707e-02,1.166396e-02,7.186407e-04
217.098252,65.512856,0.0003008917,8.747684e-06,1.774416e+01,3.136250e+00,1.774770e+00,1.135312e+00,9.339656e-01,7.832120e-01,4.204854e-02,3.331799e-02,2.532783e-03,2.092264e-03,1.756720e-03,4.524153e-05
6.629153,37.275937,0.0037909973,1.961274e-04,2.471631e+00,1.921031e+00,1.738903e+00,1.573952e+00,1.492838e+00,1.413049e+00,2.241535e-01,1.832279e-01,1.580513e-02,1.305813e-02,1.093017e-02,6.677682e-04
2.648911,56.898660,0.0073417495,1.386841e-03,2.070789e+00,1.942927e+00,2.110818e+00,2.218534e+00,2.238547e+00,2.239210e+00,9.073259e-01,8.027142e-01,1.250508e-01,1.053710e-01,8.986496e-02,6.018528e-03
127.221686,18.420700,0.0017533409,1.187507e-04,1.331845e+01,9.693310e+00,8.365672e+00,7.248901e+00,6.743296e+00,6.270390e+00,8.078193e-01,6.557420e-01,5.478467e-02,4.521429e-02,3.792781e-02,2.309751e-03
18.541071,21.209509,0.0037909973,3.867431e-04,5.215419e+00,4.595649e+00,4.234820e+00,3.969575e+00,3.862629e+00,3.765634e+00,1.207042e+00,1.023091e+00,1.064337e-01,8.840331e-02,7.458241e-02,4.717570e-03
2.716628,32.374575,0.0081967290,1.186605e-03,1.611142e+00,1.499555e+00,1.417138e+00,1.358074e+00,1.339845e+00,1.328102e+00,8.665993e-01,7.802762e-01,1.277559e-01,1.077714e-01,9.202231e-02,6.346437e-03
5.974695,21.209509,0.0091512747,7.034146e-04,5.647991e-01,6.358393e-01,6.268725e-01,6.098485e-01,5.997245e-01,5.890077e-01,3.317132e-01,3.042371e-01,5.426964e-02,4.582196e-02,3.915852e-02,2.775531e-03
6.040526,49.417134,0.0127351667,6.441672e-03,1.398143e+00,1.252209e+00,1.233254e+00,1.320475e+00,1.385449e+00,1.453042e+00,1.229182e+00,1.135956e+00,4.179129e-01,3.800261e-01,3.471182e-01,4.742868e-02
20.728133,100.000000,0.0042324759,7.751180e-04,5.587154e+00,5.424997e+00,4.573129e+00,3.901411e+00,3.629946e+00,3.392917e+00,7.894048e-01,6.725618e-01,7.177971e-02,5.945248e-02,4.999434e-02,3.097947e-03
4.270406,42.813324,0.0086569070,2.101746e-03,2.019296e+00,1.788958e+00,1.762951e+00,1.833991e+00,1.883281e+00,1.931906e+00,1.281098e+00,1.160620e+00,2.410693e-01,2.067077e-01,1.789104e-01,1.344977e-02
37.516135,65.512856,0.0008109224,1.809792e-05,6.912347e+00,1.673963e+00,9.889656e-01,6.487544e-01,5.404058e-01,4.569318e-01,2.610123e-02,2.067801e-02,1.524387e-03,1.257232e-03,1.051546e-03,5.914653e-05
6.775871,21.209509,0.0091512747,6.548454e-04,5.113191e-01,5.804235e-01,5.727130e-01,5.572830e-01,5.480164e-01,5.381669e-01,2.958283e-01,2.705912e-01,4.725977e-02,3.987328e-02,3.405452e-02,2.405897e-03
71.440567,65.512856,0.0001734623,3.615205e-06,9.924779e+00,1.618587e+00,9.027476e-01,5.713987e-01,4.704305e-01,3.925959e-01,2.115363e-02,1.682884e-02,1.142643e-03,8.940216e-04,7.144181e-04,1.082440e-05
7.184639,32.374575,0.0047253666,1.937881e-04,1.191476e+00,9.888380e-01,8.833625e-01,8.004547e-01,7.643558e-01,7.305274e-01,1.505901e-01,1.245282e-01,1.141432e-02,9.453187e-03,7.944591e-03,4.916129e-04
3.372851,86.851137,0.0091512747,1.394925e-03,9.657161e-01,1.044046e+00,1.133662e+00,1.147300e+00,1.134288e+00,1.113042e+00,3.906829e-01,3.455375e-01,5.357596e-02,4.510631e-02,3.843342e-02,2.559584e-03
20.249612,75.431201,0.0015704545,4.339725e-05,4.651189e+00,1.772638e+00,1.136594e+00,7.800930e-01,6.598647e-01,5.647241e-01,3.560469e-02,2.828043e-02,2.081520e-03,1.712128e-03,1.432742e-03,8.999658e-05
2.854884,100.000000,0.0091512747,1.643322e-03,9.812346e-01,1.241741e+00,1.300900e+00,1.263245e+00,1.227060e+00,1.185779e+00,4.043387e-01,3.611010e-01,6.249826e-02,5.287882e-02,4.520553e-02,3.074164e-03
5.084968,86.851137,0.0052756566,7.771146e-04,2.729093e+00,3.334182e+00,3.094417e+00,2.771055e+00,2.613703e+00,2.465569e+00,5.785793e-01,4.932680e-01,5.361118e-02,4.444069e-02,3.735835e-02,2.324077e-03
3.793788,56.898660,0.0065759507,1.207888e-03,2.491836e+00,2.434687e+00,2.636823e+00,2.716987e+00,2.712552e+00,2.686221e+00,9.706808e-01,8.520040e-01,1.213967e-01,1.018329e-01,8.656139e-02,5.667077e-03
3.920455,18.420700,0.0047253666,3.869147e-04,2.439846e+00,2.384011e+00,2.241903e+00,2.096769e+00,2.029512e+00,1.967019e+00,7.601825e-01,6.583375e-01,7.733221e-02,6.446042e-02,5.451698e-02,3.559786e-03
10.985435,56.898660,0.0024399977,7.674979e-05,2.805723e+00,1.743655e+00,1.309727e+00,9.950496e-01,8.736252e-01,7.710644e-01,6.062637e-02,4.855824e-02,3.705568e-03,3.047333e-03,2.548978e-03,1.563787e-04
15.307678,65.512856,0.0058900304,1.835899e-03,3.880340e+00,5.120015e+00,5.312943e+00,5.111676e+00,4.946270e+00,4.764310e+00,1.658520e+00,1.490019e+00,2.789387e-01,2.370459e-01,2.035667e-01,1.420246e-02
57.477076,12.067926,0.0027241463,2.730008e-04,8.402145e+00,7.988347e+00,7.394318e+00,6.822879e+00,6.564316e+00,6.325341e+00,1.981230e+00,1.686188e+00,1.793942e-01,1.491936e-01,1.259265e-01,8.083058e-03
6.538357,21.209509,0.0114067946,3.047280e-03,1.441843e+00,1.490986e+00,1.467879e+00,1.436245e+00,1.418383e+00,1.399725e+00,1.264337e+00,1.239529e+00,4.483483e-01,3.951198e-01,3.502519e-01,3.291965e-02
9.572486,86.851137,0.0081967290,4.870965e-04,5.991072e-01,5.432260e-01,5.424783e-01,5.227771e-01,5.076061e-01,4.903557e-01,1.101212e-01,9.203141e-02,8.879938e-03,7.351738e-03,6.182026e-03,3.808008e-04
14.884152,75.431201,0.0019575253,5.667728e-05,3.595145e+00,1.671002e+00,1.124079e+00,7.942272e-01,6.787629e-01,5.857731e-01,3.916448e-02,3.118008e-02,2.310757e-03,1.897486e-03,1.592191e-03,9.912084e-05
2006.837893,86.851137,0.0002162156,1.237798e-05,5.345028e+01,9.172773e+00,5.132150e+00,3.265541e+00,2.681198e+00,2.247665e+00,1.209725e-01,9.608776e-02,6.287986e-03,4.898920e-03,3.899028e-03,5.698007e-05
3.667715,13.894955,0.0114067946,1.643356e-03,5.345636e-01,7.729834e-01,7.969570e-01,8.032763e-01,8.030613e-01,8.013798e-01,5.913612e-01,5.703110e-01,2.144628e-01,1.882108e-01,1.660591e-01,1.470702e-02
6.915168,28.117687,0.0158740105,6.377521e-03,9.786749e-01,9.730828e-01,9.549621e-01,9.324369e-01,9.200475e-01,9.073395e-01,1.017648e+00,1.011948e+00,4.550565e-01,4.131755e-01,3.769056e-01,5.214256e-02
4.251164,18.420700,0.0081967290,6.628517e-04,7.072491e-01,8.132152e-01,8.045699e-01,7.846691e-01,7.724141e-01,7.592461e-01,4.213300e-01,3.863212e-01,6.906846e-02,5.832350e-02,4.984633e-02,3.533500e-03
4.337037,61.584821,0.0086569070,2.995691e-03,2.106764e+00,2.136350e+00,2.461019e+00,2.653554e+00,2.695084e+00,2.707489e+00,1.234688e+00,1.128617e+00,2.934298e-01,2.560251e-01,2.249558e-01,1.881506e-02
6.278556,42.919343,0.0142182337,6.785803e-03,1.165783e+00,1.086667e+00,1.033208e+00,1.010981e+00,1.018349e+00,1.037159e+00,1.173844e+00,1.097328e+00,4.034376e-01,3.676513e-01,3.365529e-01,4.809488e-02
278.453517,56.898660,0.0002413949,6.873604e-06,2.009757e+01,3.475940e+00,1.959733e+00,1.250110e+00,1.030507e+00,8.634406e-01,4.634007e-02,3.678209e-02,2.797446e-03,2.310956e-03,1.939505e-03,4.615649e-05
155.168375,86.851137,0.0019575253,1.798122e-04,1.499543e+01,8.598592e+00,6.378215e+00,4.888586e+00,4.324033e+00,3.847391e+00,3.350050e-01,2.683416e-01,2.025974e-02,1.668622e-02,1.396206e-02,8.686940e-04
5.088237,18.420700,0.0052756566,5.733180e-04,2.774584e+00,2.745891e+00,2.612003e+00,2.469825e+00,2.403035e+00,2.341023e+00,1.123352e+00,9.930380e-01,1.332237e-01,1.114541e-01,9.454153e-02,6.321050e-03
36.966297,10.481131,0.0037909973,5.062996e-04,5.667170e+00,6.129458e+00,5.962357e+00,5.724048e+00,5.593752e+00,5.461599e+00,2.636945e+00,2.360758e+00,3.465179e-01,2.906809e-01,2.471218e-01,1.685291e-02
2.483417,10.000000,0.0066098620,5.585257e-04,6.642697e-01,9.958905e-01,1.032497e+00,1.040499e+00,1.038606e+00,1.034051e+00,6.186086e-01,5.734804e-01,1.279697e-01,1.092097e-01,9.414141e-02,7.112536e-03
457.994048,49.417134,0.0002162156,6.497413e-06,2.573882e+01,4.458307e+00,2.516074e+00,1.606546e+00,1.323407e+00,1.109219e+00,5.942472e-02,4.715054e-02,3.587808e-03,2.963051e-03,2.488036e-03,6.137856e-05
1.735665,65.512856,0.0091512747,2.017564e-03,1.412821e+00,1.342783e+00,1.496519e+00,1.606816e+00,1.634984e+00,1.647229e+00,7.459083e-01,6.713464e-01,1.339058e-01,1.144472e-01,9.875268e-02,7.186276e-03
11.059818,75.431201,0.0037909973,3.675042e-04,3.990174e+00,4.065637e+00,3.563849e+00,3.060446e+00,2.833998e+00,2.626861e+00,3.853819e-01,3.158766e-01,2.703528e-02,2.228486e-02,1.862661e-02,1.136917e-03
14.956053,56.898660,0.0052756566,1.171533e-03,4.209713e+00,4.801701e+00,5.055528e+00,4.962956e+00,4.845114e+00,4.702766e+00,1.477611e+00,1.293792e+00,1.789298e-01,1.498217e-01,1.271166e-01,8.213758e-03
583.788044,42.919343,0.0003359318,1.082073e-05,2.902744e+01,5.708785e+00,3.281469e+00,2.120475e+00,1.756077e+00,1.478340e+00,8.101083e-02,6.409165e-02,4.786559e-03,3.949143e-03,3.309231e-03,1.396798e-04
176.231302,42.919343,0.0008109224,2.736839e-05,1.605246e+01,5.146286e+00,3.184537e+00,2.141729e+00,1.799083e+00,1.531173e+00,9.307931e-02,7.379248e-02,5.420797e-03,4.456452e-03,3.722676e-03,2.357009e-04
4.326609,42.919343,0.0114067946,3.595939e-03,1.398700e+00,1.276862e+00,1.219265e+00,1.221101e+00,1.242915e+00,1.273561e+00,1.158945e+00,1.070932e+00,3.049143e-01,2.689507e-01,2.387090e-01,2.249041e-02
5.752966,33.598183,0.0129753300,1.664436e-03,5.642707e-01,5.640546e-01,5.470237e-01,5.271377e-01,5.172149e-01,5.078227e-01,3.989204e-01,3.745476e-01,8.620788e-02,7.382210e-02,6.382550e-02,4.860565e-03
3.396756,13.894955,0.0091512747,9.392747e-04,5.815948e-01,7.978233e-01,8.154660e-01,8.159632e-01,8.127589e-01,8.079991e-01,5.265419e-01,4.972264e-01,1.300892e-01,1.117260e-01,9.680775e-02,7.541654e-03
6.781245,65.512856,0.0102169815,1.048527e-03,6.771620e-01,5.897914e-01,5.907799e-01,6.075539e-01,6.146157e-01,6.191129e-01,2.770222e-01,2.427687e-01,3.320560e-02,2.782287e-02,2.361581e-02,1.548974e-03
5.840620,24.420531,0.0037909973,2.241664e-04,2.748164e+00,2.327901e+00,2.095965e+00,1.914294e+00,1.836008e+00,1.762953e+00,4.022309e-01,3.342857e-01,3.139425e-02,2.599760e-02,2.188501e-02,1.362885e-03
78.199377,75.431201,0.0002695064,6.295830e-06,1.044063e+01,1.770723e+00,9.935765e-01,6.318167e-01,5.197898e-01,4.365851e-01,2.333414e-02,1.852351e-02,1.418683e-03,1.139166e-03,9.201622e-04,1.889873e-05
307.883796,86.851137,0.0010107909,5.591949e-05,2.115534e+01,6.686205e+00,4.174030e+00,2.824030e+00,2.376953e+00,2.026023e+00,1.215429e-01,9.642420e-02,7.101439e-03,5.845336e-03,4.894850e-03,2.651039e-04
18.696004,86.851137,0.0012599210,2.762977e-05,4.062235e+00,1.145704e+00,6.931505e-01,4.604280e-01,3.851622e-01,3.266866e-01,1.918288e-02,1.523499e-02,1.116130e-03,9.202036e-04,7.691550e-04,4.669339e-05
3.806684,61.584821,0.0129753300,2.995691e-03,7.689145e-01,6.817851e-01,6.821006e-01,7.261095e-01,7.533415e-01,7.795103e-01,5.505271e-01,5.031150e-01,1.288048e-01,1.124338e-01,9.884904e-02,8.449698e-03
1154.861905,37.275937,0.0003750526,1.421605e-05,4.064770e+01,8.822605e+00,5.135092e+00,3.342256e+00,2.776307e+00,2.340774e+00,1.309382e-01,1.038973e-01,7.669987e-03,6.333441e-03,5.305024e-03,2.659251e-04
5.464831,86.851137,0.0102169815,1.324771e-03,7.124434e-01,7.009576e-01,7.646356e-01,7.919109e-01,7.921490e-01,7.857488e-01,2.935524e-01,2.589540e-01,3.904468e-02,3.282440e-02,2.795840e-02,1.855707e-03
73.907166,75.431201,0.0019575253,1.294332e-04,1.042275e+01,6.137845e+00,4.467712e+00,3.348538e+00,2.930101e+00,2.580814e+00,2.021266e-01,1.614748e-01,1.211651e-02,9.950044e-03,8.347114e-03,5.181768e-04
6.845277,86.851137,0.0042324759,2.769806e-04,2.221263e+00,2.095942e+00,1.800818e+00,1.519789e+00,1.395707e+00,1.283235e+00,1.601314e-01,1.301295e-01,1.068225e-02,8.772295e-03,7.352889e-03,4.483720e-04
59.501822,86.851137,0.0037909973,9.252252e-04,8.919832e+00,8.778686e+00,7.405589e+00,6.335854e+00,5.908514e+00,5.537818e+00,1.438821e+00,1.240965e+00,1.454411e-01,1.208289e-01,1.016408e-01,6.358936e-03
8.945865,37.275937,0.0081967290,4.429341e-04,5.828394e-01,5.413331e-01,5.034490e-01,4.708800e-01,4.572628e-01,4.451852e-01,1.712367e-01,1.474441e-01,1.676206e-02,1.395825e-02,1.179916e-02,7.622170e-04
2.603303,75.431201,0.0081967290,1.254559e-03,1.278084e+00,1.314307e+00,1.424982e+00,1.452010e+00,1.440854e+00,1.418735e+00,4.957771e-01,4.359297e-01,6.330489e-02,5.313392e-02,4.518461e-02,2.968180e-03
2.347311,12.067926,0.0081967290,1.053544e-03,9.295086e-01,1.275999e+00,1.304669e+00,1.306388e+00,1.301865e+00,1.294927e+00,8.668003e-01,8.225494e-01,2.292057e-01,1.974846e-01,1.715688e-01,1.360538e-02
13.182509,49.417134,0.0037909973,3.674534e-04,4.432157e+00,4.115102e+00,3.942006e+00,3.627319e+00,3.449380e+00,3.269350e+00,5.675541e-01,4.676471e-01,4.159911e-02,3.432440e-02,2.880781e-02,1.757530e-03
74.064675,100.000000,0.0027241463,3.315880e-04,1.042612e+01,7.092165e+00,5.594712e+00,4.543226e+00,4.130185e+00,3.772620e+00,4.789439e-01,3.895676e-01,3.157347e-02,2.597182e-02,2.172551e-02,1.337974e-03
9.597783,37.275937,0.0058900304,2.170928e-04,6.990312e-01,5.949754e-01,5.349980e-01,4.875034e-01,4.670696e-01,4.480815e-01,1.022030e-01,8.495629e-02,7.990188e-03,6.617935e-03,5.571749e-03,3.465438e-04
477.149935,49.417134,0.0001734623,5.180319e-06,2.626463e+01,4.420325e+00,2.479628e+00,1.573781e+00,1.299712e+00,1.086877e+00,5.815837e-02,4.619752e-02,3.539126e-03,2.819842e-03,2.274924e-03,4.615438e-05
23.144386,37.275937,0.0021854879,1.029921e-04,5.788059e+00,4.027730e+00,3.287675e+00,2.662249e+00,2.397733e+00,2.163383e+00,2.035052e-01,1.637018e-01,1.291816e-02,1.061707e-02,8.900077e-03,5.403579e-04
4.625672,13.894955,0.0102169815,1.065095e-03,4.428029e-01,6.436592e-01,6.642595e-01,6.690459e-01,6.683085e-01,6.661827e-01,4.545167e-01,4.316216e-01,1.271965e-01,1.099848e-01,9.583510e-02,7.761686e-03
18.905776,100.000000,0.0001553689,2.387568e-06,3.608399e+00,5.660342e-01,3.127470e-01,1.974888e-01,1.626854e-01,1.361066e-01,7.450408e-03,5.927527e-03,2.826031e-04,2.159715e-04,1.703335e-04,2.135244e-06
79.008409,75.431201,0.0030413853,4.953837e-04,1.034641e+01,9.779079e+00,8.210326e+00,6.931373e+00,6.401996e+00,5.934194e+00,1.016434e+00,8.425494e-01,7.591411e-02,6.258375e-02,5.243221e-02,3.213032e-03
4.960850,10.481131,0.0058900304,7.601702e-04,1.886250e+00,2.414565e+00,2.437947e+00,2.416753e+00,2.396904e+00,2.372862e+00,1.430308e+00,1.334099e+00,2.912460e-01,2.479536e-01,2.133146e-01,1.583819e-02
7.833619,28.117687,0.0220907117,1.313405e-02,6.485178e-01,6.528037e-01,6.457296e-01,6.366171e-01,6.313907e-01,6.257636e-01,7.060519e-01,7.295831e-01,4.494537e-01,4.169237e-01,3.885172e-01,8.873767e-02
2.531736,13.894955,0.0052756566,4.826155e-04,1.898614e+00,2.104158e+00,2.057192e+00,1.982592e+00,1.940359e+00,1.896741e+00,9.116488e-01,8.176935e-01,1.220823e-01,1.024687e-01,8.715503e-02,5.981100e-03
27.644277,86.851137,0.0027241463,2.044224e-04,6.354291e+00,4.618902e+00,3.590420e+00,2.834378e+00,2.535960e+00,2.279136e+00,2.208956e-01,1.776437e-01,1.378328e-02,1.130837e-02,9.462306e-03,5.830667e-04
23.933402,32.374575,0.0021854879,1.043850e-04,5.930641e+00,4.132014e+00,3.444089e+00,2.847526e+00,2.587902e+00,2.353893e+00,2.381461e-01,1.919638e-01,1.536055e-02,1.264594e-02,1.056880e-02,6.440632e-04
6.828548,37.275937,0.0037909973,2.200516e-04,2.823858e+00,2.224596e+00,2.037386e+00,1.861739e+00,1.772788e+00,1.683971e+00,2.793094e-01,2.287296e-01,1.989936e-02,1.644426e-02,1.379670e-02,8.442911e-04
26.894720,56.898660,0.0012599210,3.237556e-05,5.747187e+00,2.090190e+00,1.326809e+00,9.052292e-01,7.641346e-01,6.528869e-01,4.079942e-02,3.245140e-02,2.385155e-03,1.961727e-03,1.643776e-03,1.032336e-04
4.939014,75.431201,0.0114067946,1.812283e-03,7.088057e-01,6.410094e-01,6.911468e-01,7.428113e-01,7.601832e-01,7.711870e-01,3.737156e-01,3.350104e-01,6.229970e-02,5.301729e-02,4.558496e-02,3.236249e-03
3.514958,49.417134,0.0091512747,1.214450e-03,1.111185e+00,9.782118e-01,9.486123e-01,9.589493e-01,9.697895e-01,9.805058e-01,5.325020e-01,4.722714e-01,7.162048e-02,6.026159e-02,5.134496e-02,3.462884e-03
4.360674,24.420531,0.0047253666,2.855679e-04,1.821360e+00,1.646872e+00,1.506819e+00,1.388082e+00,1.337296e+00,1.291063e+00,3.777372e-01,3.189331e-01,3.247503e-02,2.696478e-02,2.274430e-02,1.441339e-03
80.562368,37.275937,0.0012599210,4.880753e-05,1.087962e+01,5.466348e+00,3.789463e+00,2.727414e+00,2.346352e+00,2.035861e+00,1.417571e-01,1.130363e-01,8.466459e-03,6.972321e-03,5.822038e-03,3.597622e-04
2.743252,37.275937,0.0091512747,1.448422e-03,1.367724e+00,1.258501e+00,1.190816e+00,1.153179e+00,1.146376e+00,1.145615e+00,8.001651e-01,7.238572e-01,1.284873e-01,1.088798e-01,9.332747e-02,6.585537e-03
8.838701,24.420531,0.0081967290,1.837825e-03,2.440660e+00,2.359551e+00,2.264119e+00,2.169115e+00,2.128827e+00,2.095686e+00,1.731145e+00,1.611241e+00,3.601165e-01,3.086165e-01,2.670143e-01,2.036634e-02
3.960443,18.420700,0.0065759507,4.537684e-04,9.377889e-01,1.018837e+00,9.904246e-01,9.496175e-01,9.272687e-01,9.045768e-01,4.177953e-01,3.723238e-01,5.293877e-02,4.436725e-02,3.769122e-02,2.557202e-03
86.824236,65.512856,0.0001553689,3.403358e-06,1.103568e+01,1.784105e+00,9.941133e-01,6.282589e-01,5.165149e-01,4.325976e-01,2.328093e-02,1.852063e-02,1.185098e-03,9.271179e-04,7.347414e-04,1.049494e-05
10.969691,65.512856,0.0037909973,9.173361e-05,9.568482e-01,6.450723e-01,5.195299e-01,4.165131e-01,3.736135e-01,3.359042e-01,3.063436e-02,2.463276e-02,1.934819e-03,1.589734e-03,1.332445e-03,8.106937e-05
22.480550,75.431201,0.0004674920,7.589152e-06,4.597376e+00,8.416321e-01,4.793024e-01,3.078973e-01,2.545735e-01,2.140321e-01,1.155802e-02,9.157782e-03,6.886539e-04,5.687148e-04,4.767947e-04,1.671065e-05
18.609087,86.851137,0.0012599210,2.754395e-05,4.041315e+00,1.138974e+00,6.889909e-01,4.576336e-01,3.828159e-01,3.246908e-01,1.906397e-02,1.514054e-02,1.109207e-03,9.144962e-04,7.643845e-04,4.640379e-05
36.893159,86.851137,0.0033955682,4.818471e-04,7.303089e+00,6.725343e+00,5.613064e+00,4.723020e+00,4.357085e+00,4.034525e+00,6.769289e-01,5.602428e-01,4.993008e-02,4.113751e-02,3.455747e-02,2.115542e-03
92.861117,100.000000,0.0014066445,7.015740e-05,1.165267e+01,4.241948e+00,2.737803e+00,1.890891e+00,1.603453e+00,1.375184e+00,8.647357e-02,6.872124e-02,5.042148e-03,4.152415e-03,3.478763e-03,2.066892e-04
5.855899,56.898660,0.0102169815,4.688196e-03,1.882377e+00,1.734131e+00,1.977485e+00,2.225728e+00,2.315700e+00,2.380691e+00,1.321935e+00,1.221103e+00,4.042498e-01,3.618776e-01,3.255964e-01,3.527873e-02
19.472476,100.000000,0.0004674920,7.837786e-06,3.884119e+00,6.838815e-01,3.870253e-01,2.469679e-01,2.038021e-01,1.709364e-01,9.171039e-03,7.260265e-03,5.518540e-04,4.561252e-04,3.831552e-04,1.011243e-05
156.187714,65.512856,0.0001734623,4.452959e-06,1.500361e+01,2.454594e+00,1.369336e+00,8.668119e-01,7.136628e-01,5.955962e-01,3.209368e-02,2.553222e-02,1.733570e-03,1.356372e-03,1.083880e-03,1.642234e-05
27.957336,100.000000,0.0002695064,5.181214e-06,5.487608e+00,9.024053e-01,5.032918e-01,3.187835e-01,2.629333e-01,2.195137e-01,1.180452e-02,9.378588e-03,6.438293e-04,5.043909e-04,4.011508e-04,6.118104e-06
1.494986,86.851137,0.0114067946,4.184429e-03,1.049225e+00,1.224171e+00,1.410972e+00,1.478669e+00,1.478985e+00,1.463967e+00,6.443308e-01,5.977579e-01,1.871844e-01,1.664384e-01,1.488124e-01,1.482409e-02
21.597280,100.000000,0.0024399977,1.283055e-04,5.327774e+00,3.016133e+00,2.177836e+00,1.624341e+00,1.418811e+00,1.247790e+00,9.655306e-02,7.714595e-02,5.783404e-03,4.750786e-03,3.980573e-03,2.471810e-04
8.271295,24.420531,0.0246632736,1.409637e-02,5.120762e-01,5.411109e-01,5.385494e-01,5.343607e-01,5.318528e-01,5.291053e-01,5.071676e-01,5.299426e-01,4.321158e-01,4.035778e-01,3.778163e-01,8.997859e-02
29.920015,49.417134,0.0047253666,1.076842e-03,5.644218e+00,6.146033e+00,6.500224e+00,6.431411e+00,6.300705e+00,6.134234e+00,1.908078e+00,1.662394e+00,2.192407e-01,1.832712e-01,1.552272e-01,9.950356e-03
5.949932,37.275937,0.0177226099,8.379812e-03,7.949164e-01,7.703889e-01,7.475224e-01,7.215531e-01,7.091801e-01,6.985049e-01,8.982496e-01,8.710144e-01,3.623353e-01,3.324331e-01,3.064605e-01,5.139084e-02
